SessionFile;PlayerID;Person;Label;CheatType;TotalShots;TotalKills;TotalDeaths;HitRate
session_2026-08-15_18-46-42.csv;Stacjonarny-CA89EB15;Mateusz;0;;723;6;7;0.1148
session_2026-08-15_18-49-33.csv;MBurgerPC-C08954A945;Maxi;1;aimbot+triggerbot;366;8;6;0.265
session_2026-08-15_18-49-33.csv;Phileas-PC-167800BF4;Phileas;0;;307;6;6;0.1498
session_2026-08-15_18-49-33.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;533;8;6;0.1576
session_2026-08-15_18-49-33.csv;Stacjonarny-CA89EB15;Mateusz;0;;167;2;6;0.1796
session_2026-08-15_18-52-23.csv;MBurgerPC-C08954A945;Maxi;0;;222;2;5;0.1712
session_2026-08-15_18-52-23.csv;Phileas-PC-167800BF4;Phileas;0;;398;9;5;0.2312
session_2026-08-15_18-52-23.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;225;3;5;0.16
session_2026-08-15_18-52-23.csv;Stacjonarny-CA89EB15;Mateusz;0;;349;7;5;0.1547
session_2026-08-15_18-58-29.csv;MBurgerPC-C08954A945;Maxi;0;;249;3;9;0.2249
session_2026-08-15_18-58-29.csv;Phileas-PC-167800BF4;Phileas;0;;364;10;5;0.2527
session_2026-08-15_18-58-29.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;375;5;7;0.2107
session_2026-08-15_18-58-29.csv;Stacjonarny-CA89EB15;Mateusz;0;;375;8;6;0.2
session_2026-08-15_19-01-19.csv;MBurgerPC-C08954A945;Maxi;0;;224;5;7;0.2054
session_2026-08-15_19-01-19.csv;Phileas-PC-167800BF4;Phileas;1;aimbot;584;12;1;0.2089
session_2026-08-15_19-01-19.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;205;4;10;0.1659
session_2026-08-15_19-01-19.csv;Stacjonarny-CA89EB15;Mateusz;0;;186;3;7;0.1774
session_2026-08-15_19-04-09.csv;MBurgerPC-C08954A945;Maxi;0;;252;2;5;0.131
session_2026-08-15_19-04-09.csv;Phileas-PC-167800BF4;Phileas;0;;481;6;4;0.0894
session_2026-08-15_19-04-09.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;397;6;2;0.1889
session_2026-08-15_19-04-09.csv;Stacjonarny-CA89EB15;Mateusz;0;;357;3;6;0.1092
session_2026-08-15_19-06-59.csv;MBurgerPC-C08954A945;Maxi;0;;294;3;7;0.1156
session_2026-08-15_19-06-59.csv;Phileas-PC-167800BF4;Phileas;0;;177;2;9;0.2034
session_2026-08-15_19-06-59.csv;RF-MS1-1-EF024FED46C;Nikolay;1;godmode+aimbot;947;18;0;0.1816
session_2026-08-15_19-06-59.csv;Stacjonarny-CA89EB15;Mateusz;0;;139;1;10;0.1295
session_2026-08-15_19-09-49.csv;MBurgerPC-C08954A945;Maxi;0;;200;2;5;0.16
session_2026-08-15_19-09-49.csv;Phileas-PC-167800BF4;Phileas;0;;307;9;6;0.228
session_2026-08-15_19-09-49.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;466;8;4;0.1931
session_2026-08-15_19-09-49.csv;Stacjonarny-CA89EB15;Mateusz;0;;283;2;6;0.1237
session_2026-08-15_19-13-05.csv;MBurgerPC-C08954A945;Maxi;1;aimbot+wallhack+triggerbot+godmode;615;11;1;0.2358
session_2026-08-15_19-13-05.csv;Phileas-PC-167800BF4;Phileas;0;;69;0;11;0.2609
session_2026-08-15_19-13-05.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;92;1;11;0.0978
session_2026-08-15_19-13-05.csv;Stacjonarny-CA89EB15;Mateusz;0;;829;11;0;0.1665
session_2026-08-15_19-15-55.csv;MBurgerPC-C08954A945;Maxi;0;;296;4;3;0.1149
session_2026-08-15_19-15-55.csv;Phileas-PC-167800BF4;Phileas;0;;137;2;3;0.1971
session_2026-08-15_19-15-55.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;524;4;3;0.1698
session_2026-08-15_19-15-55.csv;Stacjonarny-CA89EB15;Mateusz;0;;0;0;1;0.0
session_2026-08-15_19-21-11.csv;MBurgerPC-C08954A945;Maxi;0;;172;4;6;0.2442
session_2026-08-15_19-21-11.csv;Phileas-PC-167800BF4;Phileas;1;wallhack;169;3;7;0.2071
session_2026-08-15_19-21-11.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;344;5;5;0.218
session_2026-08-15_19-21-11.csv;Stacjonarny-CA89EB15;Mateusz;0;;471;6;1;0.1529
session_2026-08-15_19-24-01.csv;MBurgerPC-C08954A945;Maxi;0;;389;6;8;0.1851
session_2026-08-15_19-24-01.csv;Phileas-PC-167800BF4;Phileas;0;;233;6;7;0.2661
session_2026-08-15_19-24-01.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;520;6;5;0.1596
session_2026-08-15_19-24-01.csv;Stacjonarny-CA89EB15;Mateusz;0;;475;5;4;0.1221
session_2026-08-15_19-26-51.csv;MBurgerPC-C08954A945;Maxi;0;;52;0;4;0.1538
session_2026-08-15_19-26-51.csv;Phileas-PC-167800BF4;Phileas;0;;76;0;7;0.2368
session_2026-08-15_19-26-51.csv;RF-MS1-1-EF024FED46C;Nikolay;1;godmode;589;4;0;0.1426
session_2026-08-15_19-26-51.csv;Stacjonarny-CA89EB15;Mateusz;1;godmode;907;7;0;0.1025
